-----------------------------------------------------------
Family information: example_data.tab
Log: log.txt
The number of families is 59
Root Family size : 1 ~ 42
Family size : 0 ~ 84
P-value: 0.01
Num of Threads: 10
Num of Random: 1000
Lambda Tree: (((2,2)1,(1,1)1)1,1)
Empirical Prior Estimation Result: (43 iterations)
Poisson lambda: 9.442907 & Score: 909.325700
Lambda : 0.00968658613161,0.00039317276108 & Score: -2489.560695
.Lambda : 0.01075147547047,0.15109795468272 & Score: -1119.114818
.Lambda : 0.01075158170336,0.14971381622676 & Score: -1119.109387
.Lambda : 0.01075169588642,0.14829439904440 & Score: -1119.107723
.Lambda : 0.01075171178677,0.14822384159158 & Score: -1119.107630
.Lambda : 0.01075177682847,0.14747885427398 & Score: -1119.108462
.Lambda : 0.01075181006948,0.14687498186204 & Score: -1119.110216
.Lambda : 0.01075175695304,0.14756705109001 & Score: -1119.108443
.Lambda : 0.01075165072015,0.14895118954596 & Score: -1119.107897
.Lambda : 0.01075175695304,0.14756705109001 & Score: -1119.108443
.Lambda : 0.01075173039482,0.14791308570400 & Score: -1119.107934
.Lambda : 0.01075170383659,0.14825912031799 & Score: -1119.107675
.Lambda : 0.01075168125346,0.14858751556877 & Score: -1119.107628
.Lambda : 0.01075168920363,0.14855223684236 & Score: -1119.107559
.Lambda : 0.01075168188715,0.14869879510454 & Score: -1119.107567
.Lambda : 0.01075165867032,0.14891591081955 & Score: -1119.107802
.Lambda : 0.01075167194943,0.14874289351256 & Score: -1119.107667
.Lambda : 0.01075168522854,0.14856987620556 & Score: -1119.107593
.Lambda : 0.01075170049520,0.14838803921697 & Score: -1119.107567
.Lambda : 0.01075170447029,0.14837039985376 & Score: -1119.107539
.Lambda : 0.01075171409116,0.14827066167786 & Score: -1119.107543
.Lambda : 0.01075169317872,0.14853459747915 & Score: -1119.107525
.Lambda : 0.01075168952048,0.14860787661025 & Score: -1119.107521
.Lambda : 0.01075170478713,0.14842603962165 & Score: -1119.107481
.Lambda : 0.01075171257888,0.14836294101129 & Score: -1119.107454
.Lambda : 0.01075169762908,0.14860041776778 & Score: -1119.107432
.Lambda : 0.01075169420847,0.14871542672478 & Score: -1119.107420
.Lambda : 0.01075171726688,0.14847049112583 & Score: -1119.107298
.Lambda : 0.01075173114008,0.14840179838363 & Score: -1119.107201
.Lambda : 0.01075171276966,0.14875428409712 & Score: -1119.107195
.Lambda : 0.01075171286505,0.14894995564003 & Score: -1119.107184
.Lambda : 0.01075174979666,0.14863632729887 & Score: -1119.106815
.Lambda : 0.01075177759075,0.14859677758592 & Score: -1119.106517
.Lambda : 0.01075175931572,0.14914493484232 & Score: -1119.106717
.Lambda : 0.01075182404142,0.14879175678821 & Score: -1119.105911
.Lambda : 0.01075187962960,0.14871265736229 & Score: -1119.105293
.Lambda : 0.01075189790463,0.14816450010589 & Score: -1119.105578
.Lambda : 0.01075199994349,0.14828037988227 & Score: -1119.104252
.Lambda : 0.01075211111985,0.14812218103044 & Score: -1119.103196
.Lambda : 0.01075209284483,0.14867033828685 & Score: -1119.102864
.Lambda : 0.01075219031493,0.14892325737733 & Score: -1119.101703
.Lambda : 0.01075242180518,0.14833278104547 & Score: -1119.099351
.Lambda : 0.01075269289297,0.14814284288707 & Score: -inf
.Lambda : 0.01075250100026,0.14913385739236 & Score: -1119.098202
.Lambda : 0.01075269594046,0.14963969557331 & Score: -inf
.Lambda : 0.01075273249051,0.14854338106051 & Score: -inf
.Lambda : 0.01075259694661,0.14863835013971 & Score: -1119.097096
.Lambda : 0.01075267614169,0.14943942648659 & Score: -1119.096445
.Lambda : 0.01075280330995,0.14999274920715 & Score: -inf
.Lambda : 0.01075277208805,0.14894391923395 & Score: -inf
.Lambda : 0.01075270431610,0.14899140377355 & Score: -inf
.Lambda : 0.01075263654415,0.14903888831315 & Score: -1119.096608
.Lambda : 0.01075258857098,0.14928664193948 & Score: -1119.097300
.Lambda : 0.01075272411487,0.14919167286027 & Score: -inf
.Lambda : 0.01075269022890,0.14921541513007 & Score: -inf
.Lambda : 0.01075265634292,0.14923915739987 & Score: -1119.096486
.Lambda : 0.01075263235633,0.14936303421303 & Score: -1119.096867
.Lambda : 0.01075270012828,0.14931554967343 & Score: -inf
.Lambda : 0.01075268318529,0.14932742080833 & Score: -1119.096250
.Lambda : 0.01075270298406,0.14952768989505 & Score: -inf
.Lambda : 0.01075269132378,0.14945555677126 & Score: -inf
.Lambda : 0.01075267966349,0.14938342364746 & Score: -1119.096344
.Lambda : 0.01075266976411,0.14928328910410 & Score: -1119.096366
.Lambda : 0.01075269308468,0.14942755535169 & Score: -inf
.Lambda : 0.01075268725454,0.14939148878980 & Score: -1119.096265
.Lambda : 0.01075269077634,0.14933548595067 & Score: -inf
.Lambda : 0.01075268799813,0.14934747037486 & Score: -1119.096213
.Lambda : 0.01075268392888,0.14928340239340 & Score: -1119.096204
.Lambda : 0.01075268226606,0.14922935919521 & Score: -1119.096181
.Lambda : 0.01075268707889,0.14924940876174 & Score: -1119.096141
.Lambda : 0.01075268902569,0.14921040273844 & Score: -inf
.Lambda : 0.01075268134682,0.14913129758208 & Score: -1119.096132
.Lambda : 0.01075267802117,0.14902321118568 & Score: -1119.096127
.Lambda : 0.01075268283400,0.14904326075222 & Score: -1119.096078
.Lambda : 0.01075268311797,0.14895021153072 & Score: -1119.096053
.Lambda : 0.01075267406025,0.14872401395467 & Score: -1119.096177
.Lambda : 0.01075267731491,0.14885536265644 & Score: -1119.096115
.Lambda : 0.01075268241172,0.14878236300147 & Score: -1119.096066
.Lambda : 0.01075268821478,0.14887721187576 & Score: -inf
.Lambda : 0.01075268548981,0.14887174957093 & Score: -1119.096021
.Lambda : 0.01075268619607,0.14903959810018 & Score: -1119.096038
.Lambda : 0.01075268856791,0.14896113614038 & Score: -inf
.Lambda : 0.01075268720542,0.14895840498797 & Score: -1119.096007
.Lambda : 0.01075268649917,0.14879055645872 & Score: -1119.096017
.Lambda : 0.01075268821478,0.14887721187576 & Score: -inf
.Lambda : 0.01075268753354,0.14887584629955 & Score: -1119.095997
.Lambda : 0.01075268823979,0.14904369482880 & Score: -inf
.Lambda : 0.01075268780464,0.14898041023628 & Score: -1119.096004
.Lambda : 0.01075268813275,0.14889785154786 & Score: -1119.095991
.Lambda : 0.01075268859641,0.14886757482781 & Score: -inf
.Lambda : 0.01075268786165,0.14879328761113 & Score: -1119.096001
.Lambda : 0.01075268780464,0.14898041023628 & Score: -1119.096004
.Lambda : 0.01075268781889,0.14893362957999 & Score: -1119.095997
.Lambda : 0.01075268841810,0.14895563482830 & Score: -inf
.Lambda : 0.01075268819696,0.14893568769612 & Score: -inf
.Lambda : 0.01075268797582,0.14891574056393 & Score: -1119.095993
.Lambda : 0.01075268783314,0.14888684892371 & Score: -1119.095994
.Lambda : 0.01075268827543,0.14892674318808 & Score: -inf
.Lambda : 0.01075268816486,0.14891676962199 & Score: -1119.095991
.Lambda : 0.01075268832179,0.14889888060592 & Score: -inf
.Lambda : 0.01075268823529,0.14890309559542 & Score: -inf
.Lambda : 0.01075268814880,0.14890731058493 & Score: -1119.095991
.Lambda : 0.01075268805429,0.14890679605589 & Score: -1119.095992
.Lambda : 0.01075268822727,0.14889836607689 & Score: -inf
.Lambda : 0.01075268818402,0.14890047357164 & Score: -inf
.Lambda : 0.01075268814078,0.14890258106639 & Score: -1119.095991
.Lambda : 0.01075268809352,0.14890232380188 & Score: -1119.095991
.Lambda : 0.01075268818001,0.14889810881238 & Score: -inf
.Lambda : 0.01075268815839,0.14889916255975 & Score: -1119.095990
.Lambda : 0.01075268815036,0.14889443304122 & Score: -1119.095990
.Lambda : 0.01075268815515,0.14889035902863 & Score: -1119.095990
.Lambda : 0.01075268818079,0.14889167004053 & Score: -inf
.Lambda : 0.01075268816878,0.14889321541736 & Score: -1119.095990
.Lambda : 0.01075268816554,0.14888441188624 & Score: -1119.095990
.Lambda : 0.01075268816912,0.14887703654949 & Score: -1119.095990
.Lambda : 0.01075268818275,0.14887989293821 & Score: -inf
.Lambda : 0.01075268817585,0.14888250946082 & Score: -inf
.Lambda : 0.01075268816895,0.14888512598342 & Score: -1119.095990
.Lambda : 0.01075268816214,0.14888369778906 & Score: -1119.095990
.Lambda : 0.01075268817593,0.14887846474385 & Score: -inf
.Lambda : 0.01075268817249,0.14887977300515 & Score: -inf
.Lambda : 0.01075268816904,0.14888108126645 & Score: -1119.095990
.Lambda : 0.01075268816563,0.14888036716927 & Score: -1119.095990
.Lambda : 0.01075268817253,0.14887775064667 & Score: -inf
.Lambda : 0.01075268817080,0.14887840477732 & Score: -1119.095990
.Lambda : 0.01075268817072,0.14888244949429 & Score: -1119.095990
.Lambda : 0.01075268817249,0.14887977300515 & Score: -inf
.Lambda : 0.01075268817162,0.14888010007048 & Score: -1119.095990
.Lambda : 0.01075268817171,0.14887605535351 & Score: -1119.095990
.Lambda : 0.01075268817072,0.14888244949429 & Score: -1119.095990
.Lambda : 0.01075268817097,0.14888085095909 & Score: -1119.095990
.Lambda : 0.01075268817178,0.14888254625225 & Score: -1119.095990
.Lambda : 0.01075268817244,0.14888179536364 & Score: -inf
.Lambda : 0.01075268817207,0.14888155926250 & Score: -inf
.Lambda : 0.01075268817170,0.14888132316136 & Score: -1119.095990
.Lambda : 0.01075268817129,0.14888047551478 & Score: -1119.095990
.Lambda : 0.01075268817203,0.14888094771706 & Score: -1119.095990
.Lambda : 0.01075268817240,0.14888118381819 & Score: -inf
.Lambda : 0.01075268817195,0.14887972462617 & Score: -1119.095990
.Lambda : 0.01075268817208,0.14887892535857 & Score: -inf
.Lambda : 0.01075268817236,0.14888057227275 & Score: -inf
.Lambda : 0.01075268817218,0.14888045422218 & Score: -inf
.Lambda : 0.01075268817199,0.14888033617161 & Score: -1119.095990
.Lambda : 0.01075268817179,0.14887991234832 & Score: -1119.095990
.
Lambda Search Result: 135
Lambda : 0.01075268817199,0.14888033617161 & Score: 1119.095990
DONE: Lambda Search or setting, for command:
lambda -s -t (((2,2)1,(1,1)1)1,1) 
Running Viterbi algorithm....
Report Done
-----------------------------------------------------------
Family information: example_data.tab
Log: log.txt
The number of families is 59
Root Family size : 1 ~ 42
Family size : 0 ~ 84
P-value: 0.01
Num of Threads: 10
Num of Random: 1000
Lambda Tree: (((2,2)1,(1,1)1)1,1)
Empirical Prior Estimation Result: (40 iterations)
Poisson lambda: 9.442906 & Score: 909.325700
Lambda : 0.01068140823715,0.00946652096626 & Score: -1427.181959
.Lambda : 0.01121547864900,0.00946652096626 & Score: -inf
.Lambda : 0.01068140823715,0.05679912579757 & Score: -1146.442472
.Lambda : 0.01014733782529,0.05679912579757 & Score: -1153.007228
.Lambda : 0.01014733782529,0.10413173062887 & Score: -1129.622347
.Lambda : 0.00988030261936,0.15146433546018 & Score: -1130.149731
.Lambda : 0.01068140823715,0.10413173062887 & Score: -1123.037873
.Lambda : 0.01094844344307,0.12779803304452 & Score: -inf
.Lambda : 0.01014733782529,0.15146433546018 & Score: -1126.536153
.Lambda : 0.01068140823715,0.15146433546018 & Score: -1119.926967
.Lambda : 0.01094844344307,0.17513063787583 & Score: -inf
.Lambda : 0.01121547864900,0.10413173062887 & Score: -inf
.Lambda : 0.01094844344307,0.11596488183670 & Score: -inf
.Lambda : 0.01068140823715,0.12779803304452 & Score: -1120.461805
.Lambda : 0.01041437303122,0.15146433546018 & Score: -1123.133307
.Lambda : 0.01094844344307,0.12779803304452 & Score: -inf
.Lambda : 0.01081492584011,0.13371460864844 & Score: -inf
.Lambda : 0.01068140823715,0.13963118425235 & Score: -1120.013211
.Lambda : 0.01054789063418,0.15146433546018 & Score: -1121.506414
.Lambda : 0.01081492584011,0.13963118425235 & Score: -inf
.Lambda : 0.01074816703863,0.14258947205431 & Score: -1119.190248
.Lambda : 0.01074816703863,0.15442262326213 & Score: -1119.177774
.Lambda : 0.01078154643937,0.16181834276702 & Score: -inf
.Lambda : 0.01081492584011,0.14554775985626 & Score: -inf
.Lambda : 0.01078154643937,0.14702690375724 & Score: -inf
.Lambda : 0.01074816703863,0.14850604765822 & Score: -1119.148012
.Lambda : 0.01071478763789,0.15294347936115 & Score: -1119.549004
.Lambda : 0.01078154643937,0.14998519155920 & Score: -inf
.Lambda : 0.01076485673900,0.15072476350969 & Score: -inf
.Lambda : 0.01074816703863,0.15146433546018 & Score: -1119.154538
.Lambda : 0.01073147733826,0.15072476350969 & Score: -1119.343318
.Lambda : 0.01076485673900,0.14924561960871 & Score: -inf
.Lambda : 0.01075651188881,0.14961540558395 & Score: -inf
.Lambda : 0.01074816703863,0.14998519155920 & Score: -1119.149110
.Lambda : 0.01073982218844,0.14961540558395 & Score: -1119.244335
.Lambda : 0.01075651188881,0.14887583363346 & Score: -inf
.Lambda : 0.01075233946372,0.14906072662109 & Score: -1119.100019
.Lambda : 0.01075233946372,0.14758158272011 & Score: -1119.101718
.Lambda : 0.01075651188881,0.14813626168297 & Score: -inf
.Lambda : 0.01075442567627,0.14822870817679 & Score: -inf
.Lambda : 0.01075233946372,0.14832115467060 & Score: -1119.100305
.Lambda : 0.01075025325117,0.14878338713965 & Score: -1119.123933
.Lambda : 0.01075442567627,0.14859849415203 & Score: -inf
.Lambda : 0.01075338256999,0.14864471739894 & Score: -inf
.Lambda : 0.01075233946372,0.14869094064584 & Score: -1119.100022
.Lambda : 0.01075129635745,0.14892205688037 & Score: -1119.111955
.Lambda : 0.01075338256999,0.14882961038656 & Score: -inf
.Lambda : 0.01075286101686,0.14885272201001 & Score: -inf
.Lambda : 0.01075233946372,0.14887583363346 & Score: -1119.099986
.Lambda : 0.01075181791058,0.14899139175073 & Score: -1119.105982
.-----------------------------------------------------------
Family information: example_data.tab
Log: log.txt
The number of families is 59
Root Family size : 1 ~ 42
Family size : 0 ~ 84
P-value: 0.01
Num of Threads: 10
Num of Random: 1000
Lambda Tree: (((2,2)1,(1,1)1)1,1)
Empirical Prior Estimation Result: (40 iterations)
Poisson lambda: 9.442906 & Score: 909.325700
Lambda : 0.00323253631171,0.00206470526054 Mu : 0.00073412388203,0.00169274581456 & Score: -2395.860067
.Lambda : 0.00339416312730,0.00206470526054 Mu : 0.00073412388203,0.00169274581456 & Score: -2381.579594
.Lambda : 0.00339416312730,0.00216794052357 Mu : 0.00073412388203,0.00169274581456 & Score: -2370.495673
.Lambda : 0.00339416312730,0.00206470526054 Mu : 0.00077083007613,0.00169274581456 & Score: -2376.644452
.Lambda : 0.00339416312730,0.00206470526054 Mu : 0.00073412388203,0.00177738310529 & Score: -2375.806324
.Lambda : 0.00355578994288,0.00211632289205 Mu : 0.00075247697908,0.00173506445992 & Score: -2357.321946
.Lambda : 0.00371741675847,0.00214213170781 Mu : 0.00076165352760,0.00175622378261 & Score: -2339.390414
.Lambda : 0.00355578994288,0.00215503611569 Mu : 0.00076624180187,0.00176680344395 & Score: -2349.344682
.Lambda : 0.00363660335068,0.00220020154326 Mu : 0.00072724147063,0.00180383225864 & Score: -2340.807919
.Lambda : 0.00375782346237,0.00226794968462 Mu : 0.00076050645904,0.00173241954459 & Score: -2325.155447
.Lambda : 0.00393965362990,0.00236957189667 Mu : 0.00077369774754,0.00170993776424 & Score: -2302.145447
.Lambda : 0.00403056871367,0.00226553010815 Mu : 0.00078029339179,0.00182565281016 & Score: -2297.848465
.Lambda : 0.00434877150685,0.00231432490044 Mu : 0.00080337814668,0.00189210630796 & Score: -2266.664124
.Lambda : 0.00426543268006,0.00235807890840 Mu : 0.00076674364436,0.00181424661277 & Score: -2276.548498
.Lambda : 0.00449903393696,0.00239185216339 Mu : 0.00082549506246,0.00178242497515 & Score: -2255.743863
.Lambda : 0.00493024923011,0.00248767747346 Mu : 0.00087462185837,0.00177172133340 & Score: -2221.616982
.Lambda : 0.00502463676499,0.00262269488167 Mu : 0.00084756717088,0.00183778222658 & Score: -2203.835576
.Lambda : 0.00567824676825,0.00286297646860 Mu : 0.00089052399251,0.00187856144856 & Score: -2152.055831
.Lambda : 0.00567169646274,0.00264195697878 Mu : 0.00089393607342,0.00196838008711 & Score: -2164.007007
.Lambda : 0.00604904930391,0.00279538900224 Mu : 0.00096448639113,0.00194113797574 & Score: -2135.748208
.Lambda : 0.00694085761584,0.00301404404916 Mu : 0.00106335776452,0.00200458365722 & Score: -2086.763887
.Lambda : 0.00726175353162,0.00318900258456 Mu : 0.00105784169773,0.00191951695519 & Score: -2073.641440
.Lambda : 0.00871824454400,0.00362634142663 Mu : 0.00118507347326,0.00193322227880 & Score: -2018.165632
.Lambda : 0.00857427346531,0.00358498198813 Mu : 0.00114182379348,0.00212065240245 & Score: -2014.064861
.Lambda : 0.01039628558291,0.00413363424546 Mu : 0.00127542476104,0.00229511793697 & Score: -1958.644687
.Lambda : 0.01019512079276,0.00417654111614 Mu : 0.00131325392224,0.00208736257367 & Score: -1965.030394
.Lambda : 0.01244700749950,0.00461230395010 Mu : 0.00152803096802,0.00228158177477 & Score: -1930.257122
.Lambda : 0.01583138786513,0.00548696769084 Mu : 0.00184678445577,0.00248309193788 & Score: -1898.027280
.Lambda : 0.01562966177656,0.00569769819038 Mu : 0.00174691054164,0.00239481370644 & Score: -1894.428707
.Lambda : 0.01997406385693,0.00703952526099 Mu : 0.00208868693020,0.00258992873105 & Score: -1882.294596
.Lambda : 0.01948018450486,0.00679199273009 Mu : 0.00207700156136,0.00279452831098 & Score: -1878.095375
.Lambda : 0.02486115448528,0.00837481838182 Mu : 0.00252296560541,0.00322518132707 & Score: -1886.609498
.Lambda : 0.02264584011215,0.00754951884755 Mu : 0.00233069493194,0.00299397088477 & Score: -1884.492836
.Lambda : 0.02856945258662,0.00930036801927 Mu : 0.00289615917859,0.00313564199537 & Score: -inf
.Lambda : 0.02402616083569,0.00800868457582 Mu : 0.00249097557420,0.00292551098077 & Score: -1891.583533
.Lambda : 0.02723173678968,0.00920789301638 Mu : 0.00264689504308,0.00316887751591 & Score: -1896.601174
.Lambda : 0.01583138786513,0.00548696769084 Mu : 0.00184678445577,0.00248309193788 & Score: -1898.027280
.Lambda : 0.01868147509627,0.00641719902223 Mu : 0.00204681210260,0.00265453833238 & Score: -1886.716631
.Lambda : 0.01636462094941,0.00589043335461 Mu : 0.00178062218884,0.00259097214882 & Score: -1887.118667
.Lambda : 0.02402616083569,0.00800868457582 Mu : 0.00249097557420,0.00292551098077 & Score: -1891.583533
.Lambda : 0.02211077586412,0.00747912177052 Mu : 0.00231338722786,0.00284187627278 & Score: -1883.442933
.Lambda : 0.02342395707276,0.00801288028234 Mu : 0.00235807322308,0.00295561376741 & Score: -1884.468511
.Lambda : 0.01984865053718,0.00711224117442 Mu : 0.00208787953931,0.00259700265635 & Score: -1878.355676
.Lambda : 0.01728288030878,0.00619856018566 Mu : 0.00192540440628,0.00245605421817 & Score: -1887.817865
.Lambda : 0.01881814949978,0.00665214020983 Mu : 0.00203357161048,0.00258094410548 & Score: -1883.275804
.Lambda : 0.01694974833525,0.00631882791715 Mu : 0.00183018259281,0.00243932562915 & Score: -1883.011249
.Lambda : 0.01930817411733,0.00697915333149 Mu : 0.00200830370136,0.00262944855828 & Score: -1877.292289
.Lambda : 0.01955318642611,0.00714265989232 Mu : 0.00199566974680,0.00265370078468 & Score: -1874.497342
.Lambda : 0.02247829432728,0.00772438161176 Mu : 0.00229443629602,0.00287825461238 & Score: -1881.422508
.Lambda : 0.02070609404079,0.00734611244331 Mu : 0.00213880664155,0.00287181445114 & Score: -1871.825716
.Lambda : 0.02107210913272,0.00749940603446 Mu : 0.00216386649722,0.00301275731119 & Score: -1867.285991
.Lambda : 0.01749877097315,0.00654876830389 Mu : 0.00186777237633,0.00265073991922 & Score: -1873.404034
.Lambda : 0.01895347498124,0.00687917230596 Mu : 0.00196427555154,0.00295886050669 & Score: -1867.098246
.Lambda : 0.01850588720326,0.00676263787173 Mu : 0.00190247355765,0.00313978943186 & Score: -1861.671480
.Lambda : 0.01883479236277,0.00718474332111 Mu : 0.00188788952764,0.00293396541249 & Score: -1859.295579
.Lambda : 0.01851209629172,0.00738111861662 Mu : 0.00179333351078,0.00300368396325 & Score: -1850.414847
.Lambda : 0.01824124537432,0.00695330552103 Mu : 0.00186805322419,0.00324978452807 & Score: -1850.608080
.Lambda : 0.02066689802786,0.00774946571804 Mu : 0.00199609101859,0.00355226769797 & Score: -1844.507371
.Lambda : 0.02225096155522,0.00834981442511 Mu : 0.00206025033972,0.00400303158735 & Score: -1838.693338
.Lambda : 0.01768298607953,0.00722403218278 Mu : 0.00164818881895,0.00368538744407 & Score: -1830.476774
.Lambda : 0.01598842455294,0.00708634525694 Mu : 0.00139034997981,0.00402170251052 & Score: -1813.888573
.Lambda : 0.01899047668384,0.00812265403812 Mu : 0.00165351996960,0.00399931186273 & Score: -1813.503912
.Lambda : 0.01923277142413,0.00880266212132 Mu : 0.00152904317558,0.00442907307817 & Score: -1794.053526
.Lambda : 0.01975088153768,0.00885666468896 Mu : 0.00151843527876,0.00447896104157 & Score: -1797.571340
.Lambda : 0.02009942324326,0.00916662462954 Mu : 0.00145570587616,0.00546270014555 & Score: -1777.449761
.Lambda : 0.02089308671903,0.01005937763601 Mu : 0.00128689205885,0.00669220823670 & Score: -1755.919716
.Lambda : 0.01568162056167,0.00905271042650 Mu : 0.00080210990677,0.00580794084613 & Score: -1749.808803
.Lambda : 0.01239695006490,0.00940415842720 Mu : 0.00017303969030,0.00671039547552 & Score: -1738.842014
.Lambda : 0.02014842031993,0.01147508617981 Mu : 0.00086335512193,0.00713361640546 & Score: -1730.908295
.Lambda : 0.02222841820342,0.01366945664124 Mu : 0.00059985769299,0.00868957335293 & Score: -1723.097039
.Lambda : 0.01762473166806,0.01211116272392 Mu : 0.00027598103010,0.00878166403009 & Score: -1693.722389
.Lambda : 0.01656165673325,0.01373841174140 Mu : -0.00034524609422,0.01093301552436 & Score: -inf
.Lambda : 0.01733882190358,0.01381941559287 Mu : -0.00036115793946,0.01100784746946 & Score: -inf
.Lambda : 0.01781230928372,0.01256522722498 Mu : 0.00011139233930,0.00936315387163 & Score: -1690.753715
.Lambda : 0.01413811789102,0.01381562487267 Mu : -0.00070675668251,0.01008018512839 & Score: -inf
.Lambda : 0.01582686009802,0.01287656306350 Mu : -0.00020834449717,0.00923319090547 & Score: -inf
.Lambda : 0.01771852047589,0.01233819497445 Mu : 0.00019368668470,0.00907240895086 & Score: -1691.834097
.Lambda : 0.02002036374357,0.01311734193311 Mu : 0.00035562501615,0.00902636361228 & Score: -1703.210574
.Lambda : 0.01510462967431,0.01098469282609 Mu : 0.00014221601480,0.00803677467358 & Score: -1706.295758
.Lambda : 0.01935269800137,0.01131230243049 Mu : 0.00069914219908,0.00802768105417 & Score: -1716.439276
.Lambda : 0.01597521358737,0.01319042604882 Mu : -0.00029768217160,0.00972166950001 & Score: -inf
.Lambda : 0.01681958469087,0.01272089514424 Mu : -0.00004847607893,0.00929817238855 & Score: -inf
.Lambda : 0.01776541487980,0.01245171109972 Mu : 0.00015253951200,0.00921778141125 & Score: -1691.172637
.Lambda : 0.01891633651364,0.01284128457904 Mu : 0.00023350867772,0.00919475874196 & Score: -1695.215482
.Lambda : 0.01645846947901,0.01177496002554 Mu : 0.00012680417705,0.00869996427261 & Score: -1696.703521
.Lambda : 0.01858250364255,0.01193876482774 Mu : 0.00040526726919,0.00869541746290 & Score: -1701.241241
.Lambda : 0.01689376143554,0.01287782663690 Mu : -0.00009314491615,0.00954241168582 & Score: -inf
.Lambda : 0.01731594698729,0.01264306118461 Mu : 0.00003145813018,0.00933066313009 & Score: -1692.054019
.Lambda : 0.01944653435322,0.01347568201864 Mu : 0.00013764515255,0.00985321430486 & Score: -1692.695289
.Lambda : 0.01725376623837,0.01272655618493 Mu : -0.00001699111070,0.00968764761696 & Score: -inf
.Lambda : 0.01766940880719,0.01275523828346 Mu : 0.00004563383640,0.00956442539821 & Score: -1689.731291
.Lambda : 0.01583500562579,0.01173193687774 Mu : 0.00003286675639,0.00888479760073 & Score: -1698.074154
.Lambda : 0.01673788780764,0.01216787316297 Mu : 0.00005906135543,0.00912690177676 & Score: -1693.074326
.Lambda : 0.01774085904545,0.01266023275422 Mu : 0.00007851308785,0.00946378963492 & Score: -1689.933689
.Lambda : 0.01771741184350,0.01260347469159 Mu : 0.00009908667420,0.00939110340473 & Score: -1689.889054
.Lambda : 0.01749267789724,0.01269914973403 Mu : 0.00003854598329,0.00944754426415 & Score: -1690.786932
.Lambda : 0.01855797158020,0.01311546015105 Mu : 0.00009163949448,0.00970881985154 & Score: -1689.751942
.Lambda : 0.01835014774093,0.01286805320612 Mu : 0.00011889056317,0.00961652488055 & Score: -1689.563121
.Lambda : 0.01877888266277,0.01295250494217 Mu : 0.00015906285312,0.00970101518875 & Score: -1690.470232
.Lambda : 0.01840661094045,0.01301088041189 Mu : 0.00009911219628,0.00967664713259 & Score: -1689.116436
.Lambda : 0.01873948688796,0.01318620424072 Mu : 0.00010941175049,0.00978307588142 & Score: -1689.262763
.Lambda : 0.01877465769089,0.01327134133467 Mu : 0.00007855137097,0.00989210522671 & Score: -1689.594021
.Lambda : 0.01804244100953,0.01283729646702 Mu : 0.00007945448893,0.00966603146749 & Score: -1688.608909
.Lambda : 0.01778467572419,0.01269821462501 Mu : 0.00007336198616,0.00964463727547 & Score: -1688.393583
.Lambda : 0.01898863724105,0.01316900650539 Mu : 0.00013932422188,0.00985053185945 & Score: -1690.107370
.Lambda : 0.01865883013258,0.01306556444990 Mu : 0.00011590162551,0.00977900524414 & Score: -1689.308010
.Lambda : 0.01782547457819,0.01255001501179 Mu : 0.00012508181460,0.00946630203966 & Score: -1689.274226
.Lambda : 0.01798764794678,0.01279428404317 Mu : 0.00008783824810,0.00966677096538 & Score: -1688.026182
.Lambda : 0.01780639804971,0.01275739946170 Mu : 0.00007231209056,0.00969189400780 & Score: -1687.529309
.Lambda : 0.01725274951369,0.01244269030529 Mu : 0.00006903241828,0.00946073498362 & Score: -1689.169921
.Lambda : 0.01779974253583,0.01290457739015 Mu : 0.00003182753104,0.00977065466008 & Score: -1688.618796
.Lambda : 0.01864596411140,0.01324284563909 Mu : 0.00006927448374,0.00993118155435 & Score: -1688.683883
.Lambda : 0.01761177927011,0.01279063814608 Mu : 0.00002427584947,0.00984253661626 & Score: -1688.541952
.Lambda : 0.01685533367852,0.01233256917238 Mu : 0.00003161424488,0.00954367972546 & Score: -1690.171126
.Lambda : 0.01730299128674,0.01256013828906 Mu : 0.00004102930459,0.00964055518268 & Score: -1688.697061
.Lambda : 0.01779553688695,0.01272780704335 Mu : 0.00007283703836,0.00966826564164 & Score: -1687.960198
.Lambda : 0.01770908865991,0.01277401880389 Mu : 0.00004829397002,0.00976721531203 & Score: -1687.594480
.Lambda : 0.01780307029277,0.01283098842592 Mu : 0.00005206981080,0.00973127433394 & Score: -1687.821908
.Lambda : 0.01822618108055,0.01300012255039 Mu : 0.00007079328715,0.00981153778108 & Score: -1687.809458
.Lambda : 0.01797683215452,0.01295345757760 Mu : 0.00004889754090,0.00983269507579 & Score: -1687.361215
.Lambda : 0.01806747978831,0.01306628284472 Mu : 0.00003692779218,0.00991490979287 & Score: -1687.399466
.Lambda : 0.01805617967958,0.01291151077087 Mu : 0.00006807863351,0.00982039675441 & Score: -1687.175359
.Lambda : 0.01818273437298,0.01295177194334 Mu : 0.00007608304487,0.00986495796464 & Score: -1686.996568
.Lambda : 0.01761134553800,0.01271820134287 Mu : 0.00005200003603,0.00976684339906 & Score: -1687.075873
.Lambda : 0.01807956639769,0.01291639635886 Mu : 0.00007635238616,0.00981097991161 & Score: -1686.873114
.Lambda : 0.01826480526659,0.01298758513635 Mu : 0.00009038159424,0.00983286221140 & Score: -1686.851562
.Lambda : 0.01821146061634,0.01304810853838 Mu : 0.00006136901746,0.00995678531764 & Score: -1686.419420
